model_spp_gr_sample,sample,round,model_spp_gr,spp,model,lfm_notes,fh,ttfg,gti,tti,fd,gd,pfg,ignition,prop_new,glow,year_month,year,month,dry_wt,fresh_wt,water_wt,site,bottle_wt,ttms,lfm_outliers_out,precip_2mo,season,ignition_no_double,prop_ignite,ros,hydration,bins5lfm,bins10lfm,bins20lfm,temp_change,gdw_gfw,gww_gdw,gdw_gww,dw_flam_sample,ww_flam_sample,gww_gdw_saturated,gdw_gww_saturated,rwc,rwd,max_mpa_sample,flam_index,mean_wt,dry_norm_fh,dry_norm_gd,dry_norm_fd,dry_norm_pfg,dry_norm_ttfg,dry_norm_tti,dry_norm_gti,location,ambient_humidity,ambient_temp,prop_new_lfm,sample_length,temp_start_higher,taller_temp_start,taller_temp_max,lower_temp_max,surface_temp_start,temp_at_ignition_taller,temp_at_ignition_lower,ignition_num,glow_pre_ignition,ignition2,n,notes_flam,prop_new_flam,start_temp,id,individual,mpa,sample_wt,lfm
NA,1.2,7,"2020_september_hp_quke_(90,100]",quke,hp,NA,42,30,0.5,30,5,263,258,1,NA,0,2020_september,2020,september,6.6991,7.229,0.5299,1,6.1486,32,96.25794732,NA,NA,NA,82,2,hydrated,"(95,100]","(90,100]","(80,100]",-3.80000000000001,0.926698021856412,0.9625794732,12.6421966408756,2.35853913542675,0.186560864573247,2.060778553,6.93780629065312,46.7095055797584,53.2904944202416,-0.46,6.80776682387448,2.03884285714286,17.8076332799119,111.509703633734,2.11995634284665,109.389747290887,12.7197380570799,12.7197380570799,0.211995634284665,czo,60,23,NA,5,236.4,236.4,253.6,283.5,287.3,236.6,282.5,1,NA,NA,NA,NA,NA,NA,734,2020_september_quke_1.2,1.95,2.5451,96.25794732
NA,1.2,8,"2020_september_hp_cade_(90,100]",cade,hp,NA,NA,47,10,57,10,76,56,1,NA,1,2020_september,2020,september,6.4919,6.8038,0.3119,1,6.1489,59,90.93294461,NA,NA,NA,100,1,hydrated,"(90,95]","(90,100]","(80,100]",9.69999999999999,0.954157970545871,0.9093294461,20.814042962488,2.16135863488051,0.103841365119492,1.361993663,5.21793259557344,66.7645871491841,33.2354128508159,-0.46,4.3257791055898,3.26285,NA,35.1630676989438,4.62671943407155,25.9096288308007,21.7455813401363,26.3723007742078,4.62671943407155,czo,58,24,NA,10,217.9,217.9,223.9,270.8,261.1,213.7,262.3,1,NA,NA,NA,NA,NA,NA,556,2020_september_cade_1.2,3.35,2.2652,90.93294461
NA,1.2,8,"2020_september_hp_pije_(130,140]",pije,hp,no fw,37,103,7,110,35,130,88,1,NA,0,2020_september,2020,september,8.1306,9.082,1.1858,1,7.1379,115,NA,NA,NA,NA,100,0.285714285714286,hydrated,"(135,140]","(130,140]","(120,140]",211.3,0.895243338471702,1.36810540649394,6.85663686962388,6.87296215811495,0.804237841885048,1.681011703,3.29223744292238,81.3858347358535,18.6141652641465,-0.35,2.72957307159794,7.95488571428571,5.3834138976473,18.9146974782202,5.09241855182853,12.803795216026,14.9862603096668,16.0047440200325,1.01848371036571,czo,70,21,NA,10,189.7,189.7,354.8,458.1,246.8,185.5,303.6,1,NA,NA,NA,NA,NA,NA,649,2020_september_pije_1.2,2.712,7.6772,136.810540649394
NA,1.2,8.5,"2020_september_hp_quke_(90,100]",quke,hp,NA,42,14,7,21,10,115,98,1,NA,1,2020_september,2020,september,7.904,8.6137,0.7097,1,7.1773,24,97.66065777,NA,NA,NA,82,1,hydrated,"(95,100]","(90,100]","(80,100]",-6.09999999999997,0.917607996563614,0.9766065777,11.137100183176,2.93295043941628,0.263349560583721,2.060778553,6.93780629065312,47.3901757313174,52.6098242686826,-0.46,8.45031509545678,2.03884285714286,14.3200510433306,39.2096635710242,3.40953596269776,33.413452434438,4.77335034777686,7.1600255216653,2.38667517388843,czo,66,22,NA,10,217.9,217.9,228.2,284.6,290.7,212.2,282.5,1,NA,NA,NA,NA,NA,NA,738,2020_september_quke_1.2,2.961,3.1963,97.66065777
NA,1.2,9,"2020_september_hp_cade_(70,80]",cade,hp,NA,NA,39,0.5,39,23,81,58,1,NA,0,2020_september,2020,september,6.9152,7.4496,0.534400000000001,1,6.1885,40,73.5379111,NA,NA,NA,100,0.434782608695652,moderate,"(70,75]","(70,80]","(60,80]",21.7,0.928264604810996,0.735379111,12.940119760479,2.46166490549828,0.190235094501718,1.361993663,5.21793259557344,53.9928437978349,46.0071562021651,-0.46,NA,2.60435,NA,32.9045597632243,9.34327005622417,23.5612897070001,15.842936182293201,15.842936182293201,0.203114566439656,czo,58,25,NA,10,216.9,216.9,254.7,288.1,266.4,217.2,260.8,1,NA,NA,NA,NA,NA,NA,557,2020_september_cade_1.2,3.97,2.6519,73.5379111
NA,1.2,9,"2020_september_hp_pije_(90,100]",pije,hp,NA,39,102,0.5,102,93,223,130,1,NA,0,2020_september,2020,september,8.6567,10.1258,1.4691,1,7.1718,107,98.93595528,NA,NA,NA,100,0.10752688172043,hydrated,"(95,100]","(90,100]","(80,100]",22.9,0.854915167196666,0.9893595528,5.89251922946022,9.15554300005926,1.55375699994075,1.681011703,3.29223744292238,58.8550068410797,41.1449931589203,-0.35,2.91005967336481,10.3287,4.25971457943539,24.35682951831,10.1577809201921,14.199048598118,11.1407919769849,11.1407919769849,0.0546117253773767,czo,68,21,NA,10,197.8,197.8,244.5,270.5,247.6,192.8,249.7,1,NA,NA,NA,NA,NA,NA,650,2020_september_pije_1.2,3.412,10.7093,98.93595528
NA,1.2,9,"2020_september_hp_quke_(20,30]",quke,hp,NA,40,10,0.5,10,12,120,108,1,NA,0,2020_september,2020,september,7.8928,8.1544,0.2616,1,-7.1712,12,NA,NA,NA,NA,100,0.833333333333333,dry,"(25,30]","(20,30]","(20,40]",11,0.967919160207986,0.254866662685316,30.1712538226299,1.82133348376337,0.0603665162366329,2.060778553,6.93780629065312,12.3674939412724,87.6325060587276,-0.46,12.0971018433815,1.50161111111111,21.9619308361636,65.8857925084909,6.58857925084909,59.2972132576418,5.49048270904091,5.49048270904091,0.274524135452045,czo,65,22,NA,10,227,227,256.4,272.9,261.9,221.6,264.6,1,NA,NA,NA,NA,NA,NA,735,2020_september_quke_1.2,9.5,1.8817,25.4866662685316
NA,1.2,10,"2020_september_hp_pije_(80,90]",pije,hp,NA,NA,60,13,73,39,131,79,1,NA,1,2020_september,2020,september,9.005,10.5893,1.5843,1,7.207,78,88.11457175,NA,NA,NA,100,0.256410256410256,moderate,"(85,90]","(80,90]","(80,100]",220.3,0.850386711114049,0.8811457175,5.68389825159377,8.136329974597,1.431470025403,1.681011703,3.29223744292238,52.4175837638413,47.5824162361587,-0.35,3.7219742162101,8.995525,NA,16.1006252707307,4.79331592029387,9.70953737700553,7.37433218506749,8.97210415849878,1.59777197343129,czo,66,22,NA,10,217.4,217.4,307.3,474.4,254.1,204.4,233.9,1,NA,NA,NA,NA,NA,NA,651,2020_september_pije_1.2,3.862,9.5678,88.11457175
NA,1.2,10,"2020_september_hp_quke_(30,40]",quke,hp,NA,36,19,0.5,19,7,415,408,1,NA,0,2020_september,2020,september,8.0597,8.3572,0.297500000000001,1,7.2371,19,36.16581571,NA,NA,NA,100,1.42857142857143,dry,"(35,40]","(30,40]","(20,40]",14.6,0.96440195280716,0.3616581571,27.0914285714285,1.50552788852726,0.0555721114727423,2.060778553,6.93780629065312,17.5495885559131,82.4504114440869,-0.46,8.61463338076992,1.73678,23.9118785339912,275.650821989065,4.64953193716495,271.0012900519,12.620158115162,12.620158115162,0.332109424083211,czo,67,22,NA,10,208.4,208.4,247.8,271.1,256.5,206,252,1,NA,NA,NA,NA,NA,NA,736,2020_september_quke_1.2,6.8,1.5611,36.16581571
NA,1.2,11,"2020_september_hp_pije_(100,110]",pije,hp,NA,NA,101,0.5,101,76,139,63,1,NA,0,2020_september,2020,september,8.9809,10.7855,1.8046,1,7.2749,103,105.7796014,NA,NA,NA,100,0.131578947368421,hydrated,"(105,110]","(100,110]","(100,120]",37.9,0.832682768531825,1.057796014,4.97667073035576,9.1377774335914,1.8361225664086,1.681011703,3.29223744292238,62.9261540602136,37.0738459397864,-0.35,3.01756229140484,7.59176,NA,15.2115764484504,8.31712093584336,6.894455512607,11.0530159805287,11.0530159805287,0.0547179008937063,czo,74,22,NA,10,205.6,205.6,227.7,304.1,266.2,196.4,262.6,1,NA,NA,NA,NA,NA,NA,652,2020_september_pije_1.2,3.336,10.9739,105.7796014
NA,1.2,11,"2020_september_hp_quke_(10,20]",quke,hp,NA,41,7,0.5,7,8,196,188,1,NA,0,2020_september,2020,september,7.8301,7.9432,0.1131,1,7.2097,9,18.23017408,NA,NA,NA,100,1.25,dry,"(15,20]","(10,20]","(0,20]",65,0.985761405982476,0.1823017408,69.2316534040671,1.45971548997885,0.0210845100211503,2.060778553,6.93780629065312,8.84625572867169,91.1537442713283,-0.46,13.9365109133493,1.46145,28.0876652207027,134.272741055067,5.48052004306395,128.792221012003,4.79545503768096,4.79545503768096,0.342532502691497,czo,56,26,NA,10,224.3,224.3,266.7,337.9,272.9,220.3,274.2,1,NA,NA,NA,NA,NA,NA,737,2020_september_quke_1.2,10,1.4808,18.23017408
NA,1.2,12,"2020_september_hp_pije_(90,100]",pije,hp,NA,NA,78,0.5,78,81,158,77,1,NA,0,2020_september,2020,september,8.2649,9.3815,1.1166,1,7.0998,86,95.83726719,NA,NA,NA,100,0.123456790123457,hydrated,"(95,100]","(90,100]","(80,100]",109.4,0.880978521558386,0.9583726719,7.40184488626187,8.76406243031498,1.18403756968502,1.681011703,3.29223744292238,57.0116597159705,42.9883402840295,-0.35,3.50108694390686,10.3287,NA,18.0281691574305,9.24228925159412,8.78587990583639,8.89998224227582,8.89998224227582,0.0570511682197168,czo,69,23,NA,10,221.7,221.7,351.3,392.5,283.1,212.4,287.8,1,NA,NA,NA,NA,NA,NA,653,2020_september_pije_1.2,3.232,9.9481,95.83726719
NA,1.3,1,"2020_september_hp_abco_(180,190]",abco,hp,NA,20,31,38,69,17,90,35,1,100,1,2020_september,2020,september,7.6756,8.7654,1.0898,1,7.2337,70,NA,NA,NA,NA,90,0.588235294117647,hydrated,"(185,190]","(180,190]","(180,200]",29.3,0.875670248933306,1.87698158236439,7.04312717929896,3.33481500901271,0.47348499098729,2.066450567,5.0941707147814,90.8311871737307,9.16881282626927,-1.16,3.28724148843838,3.57721428571429,5.99733416874632,26.9880037593585,5.09773404343437,10.4953347953061,9.2958679615568,20.6908028821748,11.394934920618,czo,61,23,NA,10,220.6,220.6,258.1,276,246.7,235.5,258,1,NA,NA,NA,NA,NA,NA,415,2020_september_abco_1.3,1.16,3.8083,187.698158236439
NA,1.3,1,"2020_september_hp_arpa_(150,160]",arpa,hp,NA,42,73,35,108,6,238,197,1,NA,1,2020_september,2020,september,8.7436,11.151,2.4074,1,7.2172,109,157.7175052,NA,NA,NA,70,1.66666666666667,hydrated,"(155,160]","(150,160]","(140,160]",76.7,0.784109048515828,1.577175052,3.63196809836338,4.50533377096225,1.24046622903775,1.577175052,3.63196809836338,100,0,-0.19,2.85020238529029,4.9842,9.32228379408828,52.8262748331669,1.3317548277269,43.7259501770331,16.2030170706773,23.9715868990842,7.7685698284069,czo,60,26,NA,10,245.3,245.3,273.2,398.2,321.5,238.9,348.7,1,NA,NA,NA,NA,NA,NA,483,2020_september_arpa_1.3,0.19,5.7458,157.7175052
NA,1.3,1,"2020_september_hp_cade_(140,150]",cade,hp,NA,47,73,11,84,14,188,163,1,NA,1,2020_september,2020,september,8.1692,9.6084,1.4392,1,7.1772,85,145.0806452,NA,NA,NA,100,0.714285714285714,hydrated,"(145,150]","(140,150]","(140,160]",8.09999999999999,0.850214395737063,1.450806452,5.67620900500278,3.57319604096416,0.629503959035843,1.450806452,5.67620900500278,100,0,-0.46,3.48194728930217,4.2027,13.1534904497762,52.6139617991046,3.91806098503971,45.6174243258194,20.4298894219928,23.5083659102382,3.07847648824548,czo,52,25,NA,10,218.5,218.5,249,249,240.9,213.6,241.7,1,NA,NA,NA,NA,NA,NA,558,2020_september_cade_1.3,0.46,4.2027,145.0806452
NA,1.3,1,"2020_september_hp_pije_(160,170]",pije,hp,NA,40,95,8,103,37,126,81,1,100,1,2020_september,2020,september,8.1019,9.579,1.4771,1,7.1999,108,163.7583149,NA,NA,NA,100,0.27027027027027,hydrated,"(160,165]","(160,170]","(160,180]",179,0.84579810001044,1.637583149,5.48500440051452,9.81337245537112,1.78912754462888,1.637583149,3.96319348049971,100,0,-0.2,2.90862306744918,10.3321222222222,4.07607070677389,12.839622726337801,3.77036540376585,8.25404318121713,9.68066792858799,10.4958820699428,0.815214141354778,czo,60,24,NA,10,237.1,237.1,356.2,449.4,270.4,217.8,253.1,1,NA,NA,NA,NA,NA,NA,654,2020_september_pije_1.3,0.2,11.6025,163.7583149
NA,1.3,2,"2020_september_hp_abco_(170,180]",abco,hp,NA,NA,251,12,263,5,130,113,1,45,1,2020_september,2020,september,7.8601,9.3455,1.4854,1,7.2464,265,NA,NA,NA,NA,100,2,hydrated,"(170,175]","(170,180]","(160,180]",-7.09999999999999,0.841057193301589,1.73477931645586,5.29157129392756,3.46927681664972,0.655623183350276,2.066450567,5.0941707147814,83.9497128147786,16.0502871852214,-1.16,1.57693238868215,3.6676,NA,37.4717864472806,1.44122255566464,32.5716297580208,72.3493722943649,75.80830642796,3.45893413359513,czo,72,20,NA,10,209.4,209.4,241.2,227,234.1,229.6,226.1,1,NA,NA,NA,NA,NA,NA,416,2020_september_abco_1.3,1.84,4.1249,173.477931645586
NA,1.3,2,"2020_september_hp_arpa_(140,150]",arpa,hp,NA,36,68,57,125,10,208,141,1,NA,1,2020_september,2020,september,8.0224,9.1751,1.1527,1,7.2459,127,148.4481648,NA,NA,NA,87,1,hydrated,"(145,150]","(140,150]","(140,160]",17.9,0.874366491918344,1.484481648,6.95965992886266,3.66140968490807,0.526090315091934,1.577175052,3.63196809836338,94.1228208065772,5.87717919342285,-0.19,2.48879188831271,4.36007692307692,9.83227857521328,56.8087206567879,2.7311884931148,38.5097577529187,18.5720817531806,34.139856163935,15.5677744107544,czo,64,22,NA,10,218.6,218.6,264.2,255.7,237.8,213.8,247.4,1,NA,NA,NA,NA,NA,NA,484,2020_september_arpa_1.3,2.15,4.1875,148.4481648
NA,1.3,2,"2020_september_hp_cade_(90,100]",cade,hp,NA,NA,81,4,85,18,191,169,1,NA,1,2020_september,2020,september,7.9242,8.6211,0.6969,1,7.22,86,98.96336268,NA,NA,NA,100,0.555555555555556,hydrated,"(95,100]","(90,100]","(80,100]",97.1,0.919163447819884,0.9896336268,11.3706414119673,4.73736841006368,0.416631589936319,1.450806452,5.67620900500278,68.2126568596209,31.7873431403791,-0.46,3.27795929267193,3.26285,NA,40.3177425665809,3.79957783349977,35.6738141034145,17.098100250749,17.9424508804156,0.844350629666615,czo,63,22,NA,10,200.8,200.8,327.4,348.6,251.5,195,247.5,1,NA,NA,NA,NA,NA,NA,559,2020_september_cade_1.3,2.07,5.154,98.96336268
NA,1.3,2,"2020_september_hp_pije_(60,70]",pije,hp,NA,42,76,8,84,83,183,92,1,NA,1,2020_september,2020,september,9.9695,11.7298,1.7603,1,7.1286,96,61.96275828,NA,NA,NA,100,0.120481927710843,moderate,"(60,65]","(60,70]","(60,80]",17.5,0.849929240055244,0.6196275828,5.66352326308016,9.48971494398882,1.67558505601118,1.637583149,3.96319348049971,37.8379310496923,62.1620689503077,-0.2,3.38650047581186,11.1653,4.42584421638551,19.2840355142511,8.74631118952374,9.6947063787492,8.00867048679282,8.85168843277101,0.843017945978192,czo,54,25,NA,10,256.4,256.4,308.3,318.4,300.9,235,293.1,1,NA,NA,NA,NA,NA,NA,655,2020_september_pije_1.3,1.554,11.1653,61.96275828
NA,1.3,3,"2020_september_hp_abco_(160,170]",abco,hp,NA,38,100,5,105,15,135,115,1,80,1,2020_september,2020,september,7.4817,8.3163,0.8346,1,7.1229,106,NA,NA,NA,NA,100,0.666666666666667,hydrated,"(165,170]","(160,170]","(160,180]",14.1,0.899642870026334,1.69922874997873,8.96441409058231,2.79618000432885,0.311919995671152,2.066450567,5.0941707147814,82.2293442250406,17.7706557749594,-1.16,2.83526338387076,3.58038571428571,13.5899691511888,48.2801535634339,5.36446150704821,41.1275382207029,35.7630767136547,37.5512305493375,1.78815383568274,czo,49,26,NA,10,233.1,233.1,271.4,275.6,261.5,230.6,261.1,1,NA,NA,NA,NA,NA,NA,417,2020_september_abco_1.3,2.01,3.1081,169.922874997873
NA,1.3,3,"2020_september_hp_cade_(110,120]",cade,hp,NA,30,61,0.5,61,31,75,44,1,NA,0,2020_september,2020,september,6.995,7.8969,0.901899999999999,1,6.1821,61,110.9484561,NA,NA,NA,85,0.32258064516129,hydrated,"(110,115]","(110,120]","(100,120]",13.1,0.885790626701617,1.109484561,7.75584876372104,3.13720466258912,0.404495337410883,1.450806452,5.67620900500278,76.4736439840426,23.5263560159574,-0.46,3.90376435346657,3.29860909090909,9.56265313441208,23.9066328360302,9.88140823889248,14.0252245971377,19.4440613733046,19.4440613733046,0.159377552240201,czo,55,24,NA,10,225.5,225.5,235.9,289.8,276.7,218.9,278.9,1,NA,NA,NA,NA,NA,NA,560,2020_september_cade_1.3,1.83,3.5417,110.9484561
NA,1.3,3,"2020_september_hp_pije_(130,140]",pije,hp,NA,40,71,2,73,50,141,89,1,NA,1,2020_september,2020,september,8.547,10.5154,1.9684,1,7.1243,78,138.3566458,NA,NA,NA,100,0.2,hydrated,"(135,140]","(130,140]","(120,140]",202.6,0.812807881773399,1.383566458,4.3421052631579,6.61024137931035,1.52235862068965,1.637583149,3.96319348049971,84.4883179730375,15.5116820269625,-0.2,3.68862975470999,7.95488571428571,6.05121624229904,21.3305372541041,7.5640203028738,13.4639561391154,10.7409088300808,11.0434696421958,0.302560812114952,czo,49,27,NA,10,267.2,267.2,331.1,525.3,322.7,260.2,336.4,1,NA,NA,NA,NA,NA,NA,656,2020_september_pije_1.3,1.67,8.1326,138.3566458
NA,1.3,3,"2020_september_hp_quke_(90,100]",quke,hp,NA,46,26,0.5,26,7,127,120,1,NA,0,2020_september,2020,september,6.84,7.5038,0.6638,1,6.1458,27,95.62085854,NA,NA,NA,82,1.42857142857143,hydrated,"(95,100]","(90,100]","(80,100]",24.8,0.911538154001972,0.9562085854,10.3043085266647,1.69044750659666,0.164052493403342,1.415974441,7.63921480144404,67.5300738285007,32.4699261714993,-0.185,7.61200951934536,2.03884285714286,27.2117293323179,75.12803533053,4.14091533317882,70.9871199973512,15.3805426660927,15.3805426660927,0.29577966665563,czo,54,25,NA,10,218,218,272,252.6,227.8,202.5,228.4,1,NA,NA,NA,NA,NA,NA,739,2020_september_quke_1.3,3.19,1.8545,95.62085854
NA,1.3,4,"2020_september_hp_abco_(200,210]",abco,hp,NA,28,50,13,63,8,254,233,1,40,1,2020_september,2020,september,6.5943,7.3593,0.765000000000001,1,6.2241,71,206.6450567,NA,NA,NA,100,1.25,hydrated,"(205,210]","(200,210]","(200,220]",8.5,0.896049896049896,2.066450567,8.61999999999999,2.06118357588358,0.239116424116424,2.066450567,5.0941707147814,100,0,-1.16,3.75826204279087,3.1894,13.5844280575529,123.230168807801,3.88126515930082,113.041847764636,24.2579072456301,30.564963129494,6.30705588386383,czo,58,23,NA,10,231.4,231.4,240.8,303.9,295.4,225.5,295.1,1,NA,NA,NA,NA,NA,NA,418,2020_september_abco_1.3,2.56,2.3003,206.6450567
NA,1.3,4,"2020_september_hp_arpa_(130,140]",arpa,hp,NA,44,65,57,122,29,149,63,1,NA,1,2020_september,2020,september,7.7956,8.5621,0.766499999999999,1,7.2255,125,134.4500965,NA,NA,NA,60,0.344827586206897,hydrated,"(130,135]","(130,140]","(120,140]",28.1,0.910477569755084,1.344500965,10.1703848662753,4.49639347823548,0.44210652176452,1.577175052,3.63196809836338,85.2474151994131,14.7525848005869,-0.19,2.65599823142627,3.93728,9.78562045625663,33.1376692723236,6.44961348253278,14.0112292896402,14.45603021947,27.1328567196206,12.6768265001506,czo,61,23,NA,10,209.3,209.3,257.9,248.2,220.1,202.1,235.5,1,NA,NA,NA,NA,NA,NA,485,2020_september_arpa_1.3,2.67,4.9385,134.4500965
NA,1.3,4,"2020_september_hp_cade_(110,120]",cade,hp,NA,42,75,0.5,75,33,174,141,1,NA,0,2020_september,2020,september,6.9855,7.0573,0.0717999999999996,1,6.1687,76,NA,NA,NA,NA,85,0.303030303030303,hydrated,"(110,115]","(110,120]","(100,120]",44.8,0.989826137474672,1.14518390068277,97.2910863509754,4.42214725178184,0.0454527482181568,1.450806452,5.67620900500278,78.9342988586857,21.0657011413143,-0.46,3.66346013255979,3.29860909090909,9.49764845190912,39.3474007293378,7.46243806935717,31.8849626599806,16.9600865212663,16.9600865212663,0.113067243475109,czo,52,25,NA,10,228.3,228.3,272.2,323.7,278.9,216.4,332.5,1,NA,NA,NA,NA,NA,NA,561,2020_september_cade_1.3,1.74,4.4676,114.518390068277
NA,1.3,4,"2020_september_hp_pije_(140,150]",pije,hp,NA,35,90,9,99,63,109,37,1,NA,1,2020_september,2020,september,8.5769,10.618,2.0411,1,7.1968,107,147.8950801,NA,NA,NA,100,0.158730158730159,hydrated,"(145,150]","(140,150]","(140,160]",29.7,0.807769824825768,1.478950801,4.20209690852971,7.37978511960821,1.75621488039179,1.637583149,3.96319348049971,90.3130202520178,9.68697974798224,-0.2,2.89378468706546,8.29541428571429,4.74268551627668,14.7700777506902,8.53683392929802,5.01369611720677,12.1954770418543,13.4150247460397,1.21954770418543,czo,52,26,NA,10,251.3,251.3,271.4,317.4,287.7,240.7,284.3,1,NA,NA,NA,NA,NA,NA,657,2020_september_pije_1.3,1.47,9.136,147.8950801
NA,1.3,5,"2020_september_hp_abco_(160,170]",abco,hp,NA,30,95,0.5,95,19,87,68,1,50,0,2020_september,2020,september,6.665,7.5378,0.8728,1,6.149,98,169.1472868,NA,NA,NA,100,0.526315789473684,hydrated,"(165,170]","(160,170]","(160,180]",11.1,0.884210247021677,1.691472868,7.63634280476627,2.46703501021518,0.323064989784818,2.066450567,5.0941707147814,81.8540203676694,18.1459796323306,-1.16,2.87164991175789,3.58038571428571,12.1603462763114,35.265004201303,7.70155264166387,27.5634515596391,38.5077632083194,38.5077632083194,0.202672437938523,czo,52,25,NA,10,220.1,220.1,276.5,260.1,249,226.9,255.3,1,NA,NA,NA,NA,NA,NA,419,2020_september_abco_1.3,3.14,2.7901,169.1472868
NA,1.3,5,"2020_september_hp_arpa_(120,130]",arpa,hp,NA,36,90,0.5,78,14,223,221,1,NA,1,2020_september,2020,september,8.5548,9.6021,1.0473,1,7.7261,80,126.3786654,NA,NA,NA,80,0.714285714285714,hydrated,"(125,130]","(120,130]","(120,140]",11.3,0.890930109038648,1.263786654,8.168433113721,3.94120752335427,0.482492476645734,1.577175052,3.63196809836338,80.1297644416455,19.8702355583545,-0.19,3.434200866691,3.795775,9.13425638885447,56.5816437420707,3.55221081788785,56.074185053801,22.8356409721362,19.790888842518,0.126864672067423,czo,56,24,NA,10,212.3,212.3,266.6,247.9,236.6,213.7,239.9,1,NA,NA,NA,NA,NA,NA,486,2020_september_arpa_1.3,2.87,4.4237,126.3786654
NA,1.3,5,"2020_september_hp_cade_(100,110]",cade,hp,NA,44,83,12,95,20,148,116,1,NA,1,2020_september,2020,september,7.2274,8.3363,1.1089,1,6.1574,96,103.635514,NA,NA,NA,94,0.5,hydrated,"(100,105]","(100,110]","(100,120]",48.7,0.866979355349496,1.03635514,6.5176300838669,3.72410982090376,0.571390179096241,1.450806452,5.67620900500278,71.4330390915576,28.5669609084424,-0.46,3.14681243377591,3.65619411764706,11.8149039947813,39.7410407097188,5.37041090671876,31.1483832589688,22.2872052628829,25.5094518069141,3.22224654403126,czo,50,26,NA,10,216.8,216.8,302.2,284.1,235.4,212.9,256.6,1,NA,NA,NA,NA,NA,NA,562,2020_september_cade_1.3,2.25,4.2955,103.635514
NA,1.3,5,"2020_september_hp_pije_(140,150]",pije,hp,NA,47,102,1,103,30,58,27,1,NA,1,2020_september,2020,september,7.9869,9.2542,1.2673,1,7.1198,113,146.1538462,NA,NA,NA,100,0.333333333333333,hydrated,"(145,150]","(140,150]","(140,160]",119.4,0.863056774221435,1.461538462,6.30229622031089,5.85195645760844,0.928543542391563,1.637583149,3.96319348049971,89.2497252974603,10.7502747025397,-0.2,3.0265140499564,8.29541428571429,8.03150200116285,9.91121523547755,5.12649063904011,4.6138415751361,17.4300681727364,17.6009511940377,0.170883021301337,czo,62,23,NA,10,227.7,227.7,262.4,389.7,270.3,219,273.1,1,NA,NA,NA,NA,NA,NA,658,2020_september_pije_1.3,1.906,6.7805,146.1538462
NA,1.3,5,"2020_september_hp_quke_(80,90]",quke,hp,NA,48,20,0.5,20,8,54,43,1,NA,0,2020_september,2020,september,6.7598,7.3188,0.559,1,6.1269,21,88.32358982,NA,NA,NA,NA,1.25,moderate,"(85,90]","(80,90]","(80,100]",5.89999999999998,0.923621358692682,0.8832358982,12.0926654740608,1.59721841558725,0.132081584412745,1.415974441,7.63921480144404,62.3765424449494,37.6234575550506,-0.185,8.98076274914736,1.94309375,30.0522455360945,33.8087762281063,5.00870758934908,26.9218032927513,12.5217689733727,12.5217689733727,0.313044224334318,czo,52,25,NA,10,223.8,223.8,247.7,241.2,235.3,214.2,234.6,1,NA,NA,NA,NA,NA,NA,740,2020_september_quke_1.3,4.84,1.7293,88.32358982
NA,1.3,6,"2020_september_hp_abco_(190,200]",abco,hp,NA,NA,111,2,113,17,84,65,1,55,1,2020_september,2020,september,7.864,9.0688,1.2048,1,7.2333,116,191.0258443,NA,NA,NA,100,0.588235294117647,hydrated,"(190,195]","(190,200]","(180,200]",-3.60000000000002,0.867148906139732,1.910258443,6.52722443559097,3.84519839449541,0.589101605504587,2.066450567,5.0941707147814,92.4415262337122,7.55847376628779,-1.16,2.55163880175541,3.92484285714286,NA,21.8454267848052,4.42109827787724,16.9041992977659,28.8671711084926,29.3873003176546,0.520129209162028,czo,52,24,NA,10,238.6,238.6,261.1,278.5,282.1,230.4,278.6,1,NA,NA,NA,NA,NA,NA,420,2020_september_abco_1.3,3.03,4.4343,191.0258443
NA,1.3,6,"2020_september_hp_arpa_(90,100]",arpa,hp,NA,44,100,0.5,100,29,111,82,1,NA,0,2020_september,2020,september,8.2277,8.6498,0.4221,1,7.8012,101,98.96834701,NA,NA,NA,62,0.344827586206897,hydrated,"(95,100]","(90,100]","(80,100]",65.4,0.951201183842401,0.9896834701,19.4923004027481,2.52230017919489,0.129399820805105,1.577175052,3.63196809836338,62.7503883506775,37.2496116493225,-0.19,3.03814657333801,3.42116666666667,17.4443947484651,44.0074503881733,11.4974419933065,32.5100083948668,39.646351701057,39.646351701057,0.198231758505285,czo,60,22,NA,10,206.3,206.3,231.2,326.2,260.8,202.9,286.4,1,NA,NA,NA,NA,NA,NA,487,2020_september_arpa_1.3,3.64,2.6517,98.96834701
NA,1.3,6,"2020_september_hp_cade_(100,110]",cade,hp,NA,NA,59,46,105,11,122,65,1,NA,1,2020_september,2020,september,7.9475,8.7898,0.8423,1,7.177,105,109.3186243,NA,NA,NA,94,0.909090909090909,hydrated,"(105,110]","(100,110]","(100,120]",24.3,0.904173018726251,1.093186243,9.43547429656892,3.34290848483469,0.354291515165305,1.450806452,5.67620900500278,75.3502468570494,24.6497531429506,-0.46,2.90525851905128,3.65619411764706,NA,36.4951659770108,3.29054775202557,19.4441458074238,17.6493015790462,31.4097739966077,13.7604724175615,czo,66,21,NA,10,210.3,210.3,NA,279.5,255.2,NA,260.65,1,NA,NA,NA,NA,NA,NA,563,2020_september_cade_1.3,2.46,3.6972,109.3186243
