date,sample,fresh.weight,dry.weight,water.potential,spp,fresh.weight.saturated.excel,RWD.excel,TLP.excel,RWC.at.tlp.excel,Po,SWC,LFM.at.tlp.excel,mean.TLP,mean.RWC,mean.Po,mean.SWC,mean.LFM.at.tlp
09.11.2020,1,0.445,0.2404,-0.836,ADFA,0.4518,3.5,-2.981191758,87.36433505,-2.213831307,0.451470112,76.70549085,-3.213684823,80.06245951,-1.802845111,0.713344394,74.33457237
09.11.2020,1,0.4444,0.2404,-0.84,ADFA,0.4518,3.21,-2.981191758,87.36433505,-2.213831307,0.451470112,76.70549085,-3.213684823,80.06245951,-1.802845111,0.713344394,74.33457237
09.11.2020,1,0.4418,0.2404,-1.111,ADFA,0.4518,4.73,-2.981191758,87.36433505,-2.213831307,0.451470112,76.70549085,-3.213684823,80.06245951,-1.802845111,0.713344394,74.33457237
09.11.2020,1,0.4411,0.2404,-1.286,ADFA,0.4518,5.06,-2.981191758,87.36433505,-2.213831307,0.451470112,76.70549085,-3.213684823,80.06245951,-1.802845111,0.713344394,74.33457237
09.11.2020,1,0.4387,0.2404,-1.289,ADFA,0.4518,6.19,-2.981191758,87.36433505,-2.213831307,0.451470112,76.70549085,-3.213684823,80.06245951,-1.802845111,0.713344394,74.33457237
09.11.2020,1,0.4367,0.2404,-1.308,ADFA,0.4518,8.99,-2.981191758,87.36433505,-2.213831307,0.451470112,76.70549085,-3.213684823,80.06245951,-1.802845111,0.713344394,74.33457237
09.11.2020,1,0.4345,0.2404,-1.383,ADFA,0.4518,7.14,-2.981191758,87.36433505,-2.213831307,0.451470112,76.70549085,-3.213684823,80.06245951,-1.802845111,0.713344394,74.33457237
09.11.2020,1,0.4337,0.2404,-1.414,ADFA,0.4518,8.18,-2.981191758,87.36433505,-2.213831307,0.451470112,76.70549085,-3.213684823,80.06245951,-1.802845111,0.713344394,74.33457237
09.11.2020,1,0.4328,0.2404,-1.477,ADFA,0.4518,8.56,-2.981191758,87.36433505,-2.213831307,0.451470112,76.70549085,-3.213684823,80.06245951,-1.802845111,0.713344394,74.33457237
09.11.2020,1,0.4309,0.2404,-2.003,ADFA,0.4518,9.88,-2.981191758,87.36433505,-2.213831307,0.451470112,76.70549085,-3.213684823,80.06245951,-1.802845111,0.713344394,74.33457237
09.11.2020,1,0.4318,0.2404,-2.055,ADFA,0.4518,9.46,-2.981191758,87.36433505,-2.213831307,0.451470112,76.70549085,-3.213684823,80.06245951,-1.802845111,0.713344394,74.33457237
